"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"18-29 years","2020-11-30","292","0","6","102956","56","504.571428571428","0"
"18-29 years","2020-12-01","562","0","9","103518","56","500.714285714285","0"
"18-29 years","2020-12-02","809","1","14","104327","57","542.142857142857","0.14285714285714"
"18-29 years","2020-12-03","954","0","16","105281","57","582.857142857143","0.14285714285714"
"18-29 years","2020-12-04","990","0","15","106271","57","649.285714285714","0.14285714285714"
"18-29 years","2020-12-05","760","1","9","107031","58","670.714285714285","0.28571428571428"
"18-29 years","2020-12-06","333","0","3","107364","58","671.428571428571","0.28571428571428"
"18-29 years","2020-12-07","1018","0","21","108382","58","775.142857142857","0.28571428571428"
"18-29 years","2020-12-08","883","0","7","109265","58","821","0.28571428571428"
"18-29 years","2020-12-09","781","0","15","110046","58","817","0.14285714285714"
"18-29 years","2020-12-10","1105","0","15","111151","58","838.571428571428","0.14285714285714"
"18-29 years","2020-12-11","887","1","16","112038","59","823.857142857143","0.28571428571428"
"18-29 years","2020-12-12","974","0","19","113012","59","854.428571428571","0.14285714285714"
"18-29 years","2020-12-13","823","0","10","113835","59","924.428571428571","0.14285714285714"
"18-29 years","2020-12-14","633","0","8","114468","59","869.428571428571","0.14285714285714"
"18-29 years","2020-12-15","974","0","21","115442","59","882.428571428571","0.14285714285714"
"18-29 years","2020-12-16","809","2","15","116251","61","886.428571428571","0.42857142857142"
"18-29 years","2020-12-17","1167","0","19","117418","61","895.285714285714","0.42857142857142"
"18-29 years","2020-12-18","1213","0","16","118631","61","941.857142857143","0.28571428571428"
"18-29 years","2020-12-19","860","1","9","119491","62","925.571428571428","0.42857142857142"
"18-29 years","2020-12-20","948","0","17","120439","62","943.428571428571","0.42857142857142"
"18-29 years","2020-12-21","635","0","11","121074","62","943.714285714285","0.42857142857142"
"18-29 years","2020-12-22","1218","0","14","122292","62","978.571428571428","0.42857142857142"
"18-29 years","2020-12-23","902","0","12","123194","62","991.857142857143","0.14285714285714"
"18-29 years","2020-12-24","1483","0","24","124677","62","1037","0.14285714285714"
"18-29 years","2020-12-25","1026","0","9","125703","62","1010.28571428571","0.14285714285714"
"18-29 years","2020-12-26","720","0","8","126423","62","990.285714285714","0"
"18-29 years","2020-12-27","558","0","8","126981","62","934.571428571428","0"
"18-29 years","2020-12-28","546","0","5","127527","62","921.857142857143","0"
"18-29 years","2020-12-29","1176","0","32","128703","62","915.857142857143","0"
"18-29 years","2020-12-30","1047","1","15","129750","63","936.571428571428","0.14285714285714"
"18-29 years","2020-12-31","1577","0","32","131327","63","950","0.14285714285714"
"18-29 years","2021-01-01","1756","0","18","133083","63","1054.28571428571","0.14285714285714"
"18-29 years","2021-01-02","1331","0","13","134414","63","1141.57142857142","0.14285714285714"
"18-29 years","2021-01-03","946","0","11","135360","63","1197","0.14285714285714"
"18-29 years","2021-01-04","754","0","10","136114","63","1226.71428571428","0.14285714285714"
"18-29 years","2021-01-05","1168","0","36","137282","63","1225.57142857142","0.14285714285714"
"18-29 years","2021-01-06","1014","2","17","138296","65","1220.85714285714","0.28571428571428"
"18-29 years","2021-01-07","1507","0","19","139803","65","1210.85714285714","0.28571428571428"
"18-29 years","2021-01-08","2059","0","27","141862","65","1254.14285714285","0.28571428571428"
"18-29 years","2021-01-09","1924","1","22","143786","66","1338.85714285714","0.42857142857142"
"18-29 years","2021-01-10","1558","0","24","145344","66","1426.28571428571","0.42857142857142"
"18-29 years","2021-01-11","1363","0","12","146707","66","1513.28571428571","0.42857142857142"
"18-29 years","2021-01-12","1308","1","10","148015","67","1533.28571428571","0.57142857142857"
"18-29 years","2021-01-13","1144","1","28","149159","68","1551.85714285714","0.42857142857142"
"18-29 years","2021-01-14","1272","0","24","150431","68","1518.28571428571","0.42857142857142"
"18-29 years","2021-01-15","1543","0","22","151974","68","1444.57142857142","0.42857142857142"
"18-29 years","2021-01-16","1366","1","24","153340","69","1364.85714285714","0.42857142857142"
"18-29 years","2021-01-17","1036","0","11","154376","69","1290.28571428571","0.42857142857142"
"18-29 years","2021-01-18","877","1","13","155253","70","1220.85714285714","0.57142857142857"
"18-29 years","2021-01-19","930","0","16","156183","70","1166.85714285714","0.42857142857142"
"18-29 years","2021-01-20","1189","0","5","157372","70","1173.28571428571","0.28571428571428"
"18-29 years","2021-01-21","1183","0","19","158555","70","1160.57142857142","0.28571428571428"
"18-29 years","2021-01-22","1257","1","16","159812","71","1119.71428571428","0.42857142857142"
"18-29 years","2021-01-23","1281","0","29","161093","71","1107.57142857142","0.28571428571428"
"18-29 years","2021-01-24","817","0","12","161910","71","1076.28571428571","0.28571428571428"
"18-29 years","2021-01-25","736","0","9","162646","71","1056.14285714285","0.14285714285714"
"18-29 years","2021-01-26","1055","0","22","163701","71","1074","0.14285714285714"
"18-29 years","2021-01-27","750","1","15","164451","72","1011.28571428571","0.28571428571428"
"18-29 years","2021-01-28","1001","0","10","165452","72","985.285714285714","0.28571428571428"
"18-29 years","2021-01-29","912","0","19","166364","72","936","0.14285714285714"
"18-29 years","2021-01-30","1054","2","12","167418","74","903.571428571428","0.42857142857142"
"18-29 years","2021-01-31","553","0","11","167971","74","865.857142857143","0.42857142857142"
"18-29 years","2021-02-01","482","0","9","168453","74","829.571428571428","0.42857142857142"
"18-29 years","2021-02-02","570","1","17","169023","75","760.285714285714","0.57142857142857"
"18-29 years","2021-02-03","712","1","16","169735","76","754.857142857143","0.57142857142857"
"18-29 years","2021-02-04","733","2","17","170468","78","716.571428571428","0.85714285714285"
"18-29 years","2021-02-05","666","0","13","171134","78","681.428571428571","0.85714285714285"
"18-29 years","2021-02-06","604","1","8","171738","79","617.142857142857","0.71428571428571"
"18-29 years","2021-02-07","599","0","14","172337","79","623.714285714285","0.71428571428571"
"18-29 years","2021-02-08","471","0","8","172808","79","622.142857142857","0.71428571428571"
"18-29 years","2021-02-09","529","1","9","173337","80","616.285714285714","0.71428571428571"
"18-29 years","2021-02-10","450","4","12","173787","84","578.857142857143","1.14285714285714"
"18-29 years","2021-02-11","643","1","11","174430","85","566","1"
"18-29 years","2021-02-12","412","1","5","174842","86","529.714285714285","1.14285714285714"
"18-29 years","2021-02-13","483","1","7","175325","87","512.428571428571","1.14285714285714"
"18-29 years","2021-02-14","347","0","5","175672","87","476.428571428571","1.14285714285714"
"18-29 years","2021-02-15","313","0","10","175985","87","453.857142857142","1.14285714285714"
"18-29 years","2021-02-16","385","0","13","176370","87","433.285714285714","1"
"18-29 years","2021-02-17","415","1","13","176785","88","428.285714285714","0.57142857142857"
"18-29 years","2021-02-18","417","1","13","177202","89","396","0.57142857142857"
"18-29 years","2021-02-19","459","0","7","177661","89","402.714285714285","0.42857142857142"
"18-29 years","2021-02-20","524","0","12","178185","89","408.571428571428","0.28571428571428"
"18-29 years","2021-02-21","310","0","7","178495","89","403.285714285714","0.28571428571428"
"18-29 years","2021-02-22","246","0","8","178741","89","393.714285714285","0.28571428571428"
"18-29 years","2021-02-23","478","0","8","179219","89","407","0.28571428571428"
"18-29 years","2021-02-24","390","0","11","179609","89","403.428571428571","0.14285714285714"
"18-29 years","2021-02-25","479","0","6","180088","89","412.285714285714","0"
"18-29 years","2021-02-26","484","0","3","180572","89","415.857142857142","0"
"18-29 years","2021-02-27","454","0","10","181026","89","405.857142857142","0"
"18-29 years","2021-02-28","339","0","6","181365","89","410","0"
"18-29 years","2021-03-01","268","0","7","181633","89","413.142857142857","0"
"18-29 years","2021-03-02","340","0","8","181973","89","393.428571428571","0"
"18-29 years","2021-03-03","322","0","14","182295","89","383.714285714285","0"
"18-29 years","2021-03-04","442","0","8","182737","89","378.428571428571","0"
"18-29 years","2021-03-05","285","0","7","183022","89","350","0"
"18-29 years","2021-03-06","292","1","12","183314","90","326.857142857142","0.14285714285714"
"18-29 years","2021-03-07","183","0","1","183497","90","304.571428571428","0.14285714285714"
"18-29 years","2021-03-08","133","0","3","183630","90","285.285714285714","0.14285714285714"
"18-29 years","2021-03-09","213","2","6","183843","92","267.142857142857","0.42857142857142"
"18-29 years","2021-03-10","220","0","10","184063","92","252.571428571428","0.42857142857142"
"18-29 years","2021-03-11","339","1","3","184402","93","237.857142857142","0.57142857142857"
"18-29 years","2021-03-12","264","2","7","184666","95","234.857142857142","0.85714285714285"
"18-29 years","2021-03-13","245","0","7","184911","95","228.142857142857","0.71428571428571"
"18-29 years","2021-03-14","173","0","4","185084","95","226.714285714285","0.71428571428571"
"18-29 years","2021-03-15","164","0","4","185248","95","231.142857142857","0.71428571428571"
"18-29 years","2021-03-16","212","1","8","185460","96","231","0.57142857142857"
"18-29 years","2021-03-17","256","0","6","185716","96","236.142857142857","0.57142857142857"
"18-29 years","2021-03-18","268","1","7","185984","97","226","0.57142857142857"
"18-29 years","2021-03-19","260","0","7","186244","97","225.428571428571","0.28571428571428"
"18-29 years","2021-03-20","229","0","7","186473","97","223.142857142857","0.28571428571428"
"18-29 years","2021-03-21","163","0","3","186636","97","221.714285714285","0.28571428571428"
"18-29 years","2021-03-22","116","0","3","186752","97","214.857142857142","0.28571428571428"
"18-29 years","2021-03-23","271","0","7","187023","97","223.285714285714","0.14285714285714"
"18-29 years","2021-03-24","190","0","5","187213","97","213.857142857142","0.14285714285714"
"18-29 years","2021-03-25","259","0","11","187472","97","212.571428571428","0"
"18-29 years","2021-03-26","233","0","6","187705","97","208.714285714285","0"
"18-29 years","2021-03-27","239","0","6","187944","97","210.142857142857","0"
"18-29 years","2021-03-28","148","0","7","188092","97","208","0"
"18-29 years","2021-03-29","162","0","5","188254","97","214.571428571428","0"
"18-29 years","2021-03-30","210","0","11","188464","97","205.857142857142","0"
"18-29 years","2021-03-31","247","1","6","188711","98","214","0.14285714285714"
"18-29 years","2021-04-01","223","0","8","188934","98","208.857142857142","0.14285714285714"
"18-29 years","2021-04-02","298","2","11","189232","100","218.142857142857","0.42857142857142"
"18-29 years","2021-04-03","165","0","2","189397","100","207.571428571428","0.42857142857142"
"18-29 years","2021-04-04","157","0","4","189554","100","208.857142857142","0.42857142857142"
"18-29 years","2021-04-05","114","0","4","189668","100","202","0.42857142857142"
"18-29 years","2021-04-06","254","0","4","189922","100","208.285714285714","0.42857142857142"
"18-29 years","2021-04-07","219","0","10","190141","100","204.285714285714","0.28571428571428"
"18-29 years","2021-04-08","305","0","15","190446","100","216","0.28571428571428"
"18-29 years","2021-04-09","276","0","12","190722","100","212.857142857142","0"
"18-29 years","2021-04-10","291","0","6","191013","100","230.857142857142","0"
"18-29 years","2021-04-11","163","0","4","191176","100","231.714285714285","0"
"18-29 years","2021-04-12","129","0","3","191305","100","233.857142857142","0"
"18-29 years","2021-04-13","278","0","3","191583","100","237.285714285714","0"
"18-29 years","2021-04-14","259","0","7","191842","100","243","0"
"18-29 years","2021-04-15","219","1","10","192061","101","230.714285714285","0.14285714285714"
"18-29 years","2021-04-16","279","1","10","192340","102","231.142857142857","0.28571428571428"
"18-29 years","2021-04-17","307","1","14","192647","103","233.428571428571","0.42857142857142"
"18-29 years","2021-04-18","154","0","4","192801","103","232.142857142857","0.42857142857142"
"18-29 years","2021-04-19","161","1","8","192962","104","236.714285714285","0.57142857142857"
"18-29 years","2021-04-20","213","0","15","193175","104","227.428571428571","0.57142857142857"
"18-29 years","2021-04-21","206","0","10","193381","104","219.857142857142","0.57142857142857"
